    0.197995055366785050E+00    0.218014659741137123E-01    0.680878623710628128E+00    0.967950161750992355E+00    0.700311725439854205E+00    0.774048706893504068E+01   -0.365147948094688424E+00    0.123348337458878632E+01   -0.121841571365962409E+01    0.330332452119821429E-01   -0.259561839295542995E+01    0.218013888464270167E+01    0.176423179377911854E+00   -0.513560835284381554E+02   -0.515325067078160686E+02
    0.142776140892750480E+00    0.191382191931953778E-01    0.770334828696324858E+00    0.962591083722929675E+00    0.728054239103496315E+00    0.776890693526055198E+01   -0.969034407827602529E+00   -0.216610954126849720E+01   -0.267880008560723526E+00    0.587374997220422523E+00   -0.196133089042518804E+01    0.797114382324935145E+00   -0.792130265044724613E+00   -0.504413469591374266E+02   -0.496492166940927007E+02
    0.114951572652403411E+00    0.237314358023827145E-01    0.647708201157109920E+00    0.108114547803765082E+01    0.686963640521038865E+00    0.794767702818302180E+01   -0.565981524429301608E+00    0.636070417721157355E+00    0.846115646220369499E-01   -0.107934613744987451E+01   -0.676183170108970444E+00    0.266483179483088861E+01    0.179187311641712133E+01   -0.477039420809143309E+02   -0.494958151973314529E+02
    0.880895925808145713E-01    0.244235347933764620E-01    0.769981328462399084E+00    0.108375499992579272E+01    0.819807009126377828E+00    0.783010169315768056E+01    0.117032614099474941E+01   -0.856028460140123570E+00    0.202318163084100944E+00   -0.117330472441267353E+01   -0.295244200441288740E+01    0.112835740935793205E+01    0.160401291944922986E+01   -0.476769925048783136E+02   -0.492810054243275459E+02
    0.201606951944561852E+00    0.200990953259608113E-01    0.766304740026558462E+00    0.990918163328951551E+00    0.714729461464514770E+00    0.790254679719982356E+01   -0.324259353485942370E+00    0.340882718666080109E+00   -0.713506708749491736E+00   -0.537230338717335831E+00    0.407987546185495376E+00    0.840131393537149274E+00    0.118847036417327234E+01   -0.480647611747257386E+02   -0.492532315388990085E+02
    0.164265191758682233E+00    0.216077069627341155E-01    0.794473743648365538E+00    0.940865821912907241E+00    0.786183957006477030E+00    0.783801300406919044E+01    0.917668361756286188E+00   -0.132474125383623687E+00   -0.130713858033345787E+01   -0.846946251925828397E+00   -0.159895305727673076E+01    0.632243393682756727E+00    0.236956755882017633E+01   -0.467575795694040082E+02   -0.491271471282241876E+02
    0.216825687083290836E+00    0.237062305210704906E-01    0.681264595754188407E+00    0.101070458157500020E+01    0.719473028699317396E+00    0.765734198473625494E+01    0.805850338580638592E+00   -0.254949572716896000E+00   -0.245380793713934509E+01   -0.115618329733138103E+01   -0.246583564369871056E+01    0.145201290194222588E+01    0.607983792127293476E-01   -0.490036727964733245E+02   -0.490644711756860517E+02
    0.887652689792768901E-01    0.252142984420593193E-01    0.667219786482249999E+00    0.994524595524076571E+00    0.715284736415286559E+00    0.772972043798873010E+01    0.276780171698440824E+00   -0.128149679265675331E+01    0.652220610846825366E+00   -0.168646003696380808E+01   -0.254811331906125815E+01    0.124146712627975853E+01    0.126851337377532714E+01   -0.477243636850096138E+02   -0.489928770587849414E+02
    0.158109611693194402E+00    0.209653635990361825E-01    0.799218107380949561E+00    0.921538346168378153E+00    0.690596675584523756E+00    0.769494482223208909E+01   -0.981329518006726076E-01   -0.271588663889588133E+00    0.828944162609559498E+00   -0.515326125936325985E+00   -0.331634303648797868E+00   -0.141743859852567544E+00    0.989494069296371181E+00   -0.478427200187858972E+02   -0.488322140880822673E+02
    0.254531653118340084E+00    0.239528566575700555E-01    0.748550095809975780E+00    0.914871943068511939E+00    0.683751657231739807E+00    0.798439880773390964E+01   -0.111442539655808304E+00    0.102467270811189337E+01   -0.377618552064404811E+00   -0.226075075498783695E+00   -0.963582599082428715E+00    0.105504496973139816E+01    0.221795464298458356E+01   -0.465860728093324639E+02   -0.488040274523170510E+02
    0.222964065694882280E+00    0.253295023074078286E-01    0.805667044515529285E+00    0.104142287817470480E+01    0.720476909924273379E+00    0.798912345244189659E+01    0.109162689187629347E+01    0.305388984692172016E+00   -0.143748725103023334E+00   -0.835032204156502811E-01   -0.772982947818263710E+00   -0.158320898980264024E+00    0.148747716890491155E+01   -0.470851393557009104E+02   -0.485726165246058201E+02
    0.192509551736114393E+00    0.240686963442255930E-01    0.764182715119508749E+00    0.860547343904675910E+00    0.687022577699688664E+00    0.780779014438491181E+01    0.336152026204095122E+00    0.449975085047071843E+00    0.163199833957719420E+01   -0.897650691537137169E+00   -0.694742064412139371E+00    0.583071871409402087E+00    0.102306386312209452E+01   -0.475151222424372932E+02   -0.485381861055593902E+02
    0.134717360623037935E+00    0.248959244243289468E-01    0.760855364585702354E+00    0.106771573510839768E+01    0.702894519552958896E+00    0.770792104103060094E+01   -0.862550087656581255E+00    0.937384389079625180E+00    0.569437491060398870E-01   -0.115700380463408670E+01   -0.171041062727681492E+00    0.172130329655487935E+01    0.194612170179197008E+01   -0.465635638254502027E+02   -0.485096855272421763E+02
    0.123866945028305059E+00    0.210562119483947742E-01    0.818599961996078429E+00    0.108391868710517891E+01    0.757943511009216309E+00    0.776174321174621529E+01   -0.514624357223510742E+00   -0.466387204570537506E+00   -0.163729744135821420E+01    0.887009994301026783E-01   -0.143155799933879280E+01   -0.562564853256617203E+00   -0.290242734032195138E+00   -0.487842650492975665E+02   -0.484940223152653687E+02
    0.170239137220539488E+00    0.234491306284007398E-01    0.818020848344606089E+00    0.102264417536546515E+01    0.686722411506409669E+00    0.780769199100683231E+01   -0.164921938377311506E+00    0.197797943329646841E+01    0.162363305520330015E+00   -0.124565768020033807E+01   -0.194883233153291258E+01    0.103736519249764592E+01    0.106439789954082764E+01   -0.474114675413811852E+02   -0.484758654409220142E+02
    0.895311867467774303E-01    0.247206981629495628E-01    0.810956686076018674E+00    0.979605132994415873E+00    0.755817649828223193E+00    0.795435004708068849E+01   -0.143708754887668189E+01   -0.463735878021225290E+00   -0.595046138713541950E+00   -0.829600189979371461E-01   -0.131253137727412650E+01    0.466456174286804748E+00    0.222513902649753970E+01   -0.461964427550315477E+02   -0.484215817815290848E+02
    0.679167512363600956E-01    0.196414715712489724E-01    0.713661519462957195E+00    0.933929383128945800E+00    0.714802578275284484E+00    0.779476511144966722E+01   -0.121108145317265326E+01   -0.183530452492277618E+00    0.895115917711564180E+00   -0.675474546079612770E+00   -0.130819385597646942E+01    0.691069775865571723E+00    0.240929759308715230E+01   -0.459647009071345281E+02   -0.483739985002216812E+02
    0.223840087590976816E+00    0.234739406081083957E-01    0.773728099281792092E+00    0.933290531855737959E+00    0.713146716566576577E+00    0.785752402550910034E+01   -0.382349613075923855E+00   -0.182084791507008958E+01    0.107296652191394060E+01   -0.800422920104892688E+00   -0.183487390656978278E+01    0.129319910050412568E+01    0.679003140597925769E+00   -0.476089910216943153E+02   -0.482879941622922431E+02
    0.118714664095375039E+00    0.250019807726355563E-01    0.787361536847283272E+00    0.104109347854894718E+01    0.760342353457681086E+00    0.770716298130811861E+01   -0.798881787367942131E+00   -0.107549044574852815E+00   -0.200974560204826957E+01   -0.240501802621792882E+00   -0.246814916531434392E+01    0.189758049458419031E+01    0.436168029025709725E+00   -0.477757916184164841E+02   -0.482119596474421925E+02
