    0.108017490863800053E+00    0.233970294594764705E-01    0.653773926496505786E+00    0.860473701953887948E+00    0.129694228172302251E+01    0.787294209003448486E+01   -0.462894344329833984E+01    0.313450098037719727E+01    0.239488959312438965E+01    0.224853515625000000E+01    0.475702643394470215E+01   -0.180409848690032959E+01   -0.365051044855475038E+01   -0.317019163327758065E+03   -0.313368652879203296E+03   -0.460515351937698814E+01    1
    0.158492340803146364E+00    0.257112809419631945E-01    0.732635624408721875E+00    0.970955232381820688E+00    0.129784071445465088E+01    0.768202214241027814E+01   -0.555007195472717285E+01    0.349630177021026611E+01    0.474293053150177002E+01    0.489668369293212891E+01    0.138822972774505615E+01    0.955556631088256836E+00   -0.365051044855475038E+01   -0.265942898860437595E+03   -0.262292388411882825E+03   -0.461515351937698259E+01    1
    0.244722591161727898E+00    0.239970840811729418E-01    0.668045563697814981E+00    0.107676494359970110E+01    0.111429879665374765E+01    0.777922437191009486E+01   -0.594036912918090820E+01   -0.159477531909942627E+01   -0.513443350791931152E+00   -0.455282568931579590E+01   -0.278208792209625244E+01    0.146751105785369873E+01   -0.365051044855475038E+01   -0.201101961909446345E+03   -0.197451451460891604E+03   -0.462515351937698149E+01    1
    0.137917995214462297E+00    0.257473390102386443E-01    0.777176269292831345E+00    0.842312679290771471E+00    0.127351458072662349E+01    0.768877520561218208E+01    0.539667177200317383E+01    0.365988910198211670E+01    0.151853561401367188E+01    0.153843164443969727E+00    0.246376216411590576E+01    0.172099053859710693E+01   -0.365051044855475038E+01   -0.135739072821293377E+03   -0.132088562372738636E+03   -0.463515351937698661E+01    1
    0.141223319292068494E+00    0.225119470357894903E-01    0.697921123504638641E+00    0.100680340409278868E+01    0.109722456932067880E+01    0.768030014038085884E+01   -0.427623295783996582E+01    0.251719355583190918E+00   -0.360415875911712646E+01    0.191577613353729248E+01    0.162056803703308105E+01   -0.132500112056732178E+01   -0.365051044855475038E+01   -0.104014093989429895E+03   -0.100363583540875140E+03   -0.464515351937698728E+01    1
    0.139841968774795544E+00    0.244948887825012195E-01    0.802847251892089830E+00    0.845276938676834066E+00    0.118214831352233896E+01    0.778254573345184308E+01    0.469859147071838379E+01   -0.886561274528503418E+00    0.281553089618682861E+01    0.161556124687194824E+01    0.296584069728851318E+01    0.221425831317901611E+01   -0.365051044855475038E+01   -0.997280679560667238E+02   -0.960775575075119690E+02   -0.465515351937698174E+01    1
    0.814334242343902615E-01    0.219793372154235833E-01    0.667253807783126818E+00    0.882444589138031033E+00    0.129938881397247319E+01    0.798657531738281268E+01   -0.654621362686157227E+00   -0.440944015979766846E+01    0.419794082641601562E+01    0.289622247219085693E+01    0.349710345268249512E+01   -0.287475466728210449E+01   -0.365051044855475038E+01   -0.962780432691239980E+02   -0.926275328205692432E+02   -0.466515351937698153E+01    1
    0.224638060569763182E+00    0.211546567082405088E-01    0.657243138551712014E+00    0.893528734445571904E+00    0.124217300415039067E+01    0.774581024646758998E+01    0.321054053306579590E+01   -0.254999577999114990E+01    0.446103155612945557E+01   -0.346749007701873779E+01   -0.254947662353515625E+01   -0.123457133769989014E+01   -0.365051044855475038E+01   -0.870194684547722375E+02   -0.833689580062174826E+02   -0.467515351937698398E+01    1
    0.132710292577743527E+00    0.206606012582778928E-01    0.663331162929534868E+00    0.863160018920898442E+00    0.111372895240783687E+01    0.787524650096893275E+01    0.399662089347839355E+01    0.237351655960083008E-01   -0.137650728225708008E+01   -0.311699509620666504E+01   -0.293852567672729492E+01   -0.362106740474700928E+01   -0.365051044855475038E+01   -0.868786635479452087E+02   -0.832281530993904539E+02   -0.468515351937698377E+01    1
    0.198431189060211177E+00    0.243138833045959471E-01    0.692378370761871365E+00    0.961567659378051776E+00    0.803425478935241633E+00    0.762844884395599365E+01   -0.572700333595275879E+01   -0.469052612781524658E+01   -0.108148694038391113E+01   -0.275278091430664062E-01   -0.319389998912811279E+01    0.491492748260498047E+01   -0.365051044855475038E+01   -0.857893421250993669E+02   -0.821388316765446120E+02   -0.469515351937698444E+01    1
    0.214626990079879759E+00    0.211871683001518228E-01    0.744307417869567889E+00    0.102866622924804685E+01    0.101693360805511479E+01    0.770730867385864205E+01   -0.463791418075561523E+01   -0.620007514953613281E+00    0.165595769882202148E+01   -0.482449054718017578E+01    0.943110585212707520E+00   -0.198839902877807617E+00   -0.365051044855475038E+01   -0.850484805734233618E+02   -0.813979701248686069E+02   -0.470515351937698423E+01    1
    0.231065540313720702E+00    0.234601467251777628E-01    0.736554996967315634E+00    0.859645252227783208E+00    0.117276322841644287E+01    0.764083395004272425E+01    0.312224435806274414E+01   -0.331178247928619385E+01   -0.111312329769134521E+01    0.454449951648712158E+01   -0.295404493808746338E+01    0.403062462806701660E+01   -0.365051044855475038E+01   -0.844435817000125866E+02   -0.807930712514578317E+02   -0.471515351937698135E+01    1
    0.166237881660461440E+00    0.238813387751579259E-01    0.728174756765365583E+00    0.903985366821289049E+00    0.930912375450134277E+00    0.793731162548065150E+01   -0.461157345771789551E+01   -0.154003441333770752E+01   -0.480845987796783447E+01   -0.478127777576446533E+01    0.196121275424957275E+01   -0.299574077129364014E+01   -0.365051044855475038E+01   -0.844036082979550315E+02   -0.807530978494002767E+02   -0.472515351937698025E+01    1
    0.153052382469177239E+00    0.251151896119117743E-01    0.723476363420486379E+00    0.988699829578399747E+00    0.122498018741607662E+01    0.786215779781341517E+01    0.431735944747924805E+01    0.211523711681365967E+01    0.140750169754028320E+01   -0.122169852256774902E+00    0.916826725006103516E-01   -0.349902331829071045E+01   -0.365051044855475038E+01   -0.837542876072965612E+02   -0.801037771587418064E+02   -0.473515351937698448E+01    1
    0.177394873380661011E+00    0.213132338523864748E-01    0.785076683759689309E+00    0.995060100555419935E+00    0.934296751022338778E+00    0.765832130908966047E+01   -0.531628346443176270E+01   -0.119219720363616943E+01    0.379760682582855225E+01    0.302070379257202148E+00   -0.269564867019653320E+01    0.415352404117584229E+01   -0.365051044855475038E+01   -0.776055650969071991E+02   -0.739550546483524442E+02   -0.474515351937698782E+01    1
    0.149139419317245475E+00    0.217208700180053713E-01    0.765170186758041382E+00    0.105915580749511729E+01    0.118737912178039551E+01    0.763807897567749006E+01   -0.340949320793151855E+01   -0.669731497764587402E+00   -0.393437922000885010E+01   -0.115986227989196777E+01   -0.247837722301483154E+01   -0.375292360782623291E+01   -0.365051044855475038E+01   -0.761253369045731603E+02   -0.724748264560184055E+02   -0.475515351937698494E+01    1
    0.239514402151107780E+00    0.200762020349502558E-01    0.784237323999404934E+00    0.957304036617279031E+00    0.100161032676696782E+01    0.792207067012786847E+01    0.430442690849304199E+01   -0.197682142257690430E+01   -0.484114885330200195E+01   -0.400756895542144775E+01    0.603532195091247559E+00    0.377932190895080566E+01   -0.365051044855475038E+01   -0.725116265046767978E+02   -0.688611160561220430E+02   -0.476515351937698117E+01    1
    0.202346523284912122E+00    0.237089791893959033E-01    0.676136114597320592E+00    0.984993920326233008E+00    0.117274785041809082E+01    0.769961409568786603E+01    0.239621257781982422E+01   -0.347263038158416748E+01    0.286818146705627441E+01    0.331946909427642822E+01    0.448247849941253662E+01    0.111187040805816650E+01   -0.365051044855475038E+01   -0.715842743497003795E+02   -0.679337639011456247E+02   -0.477515351937698451E+01    1
    0.215233680725097659E+00    0.224270898699760433E-01    0.711165935993194553E+00    0.100516314864158640E+01    0.103763754367828365E+01    0.763026940822601318E+01    0.445030760765075684E+01    0.310267090797424316E+01   -0.419672369956970215E+01   -0.925318598747253418E+00   -0.289754271507263184E+00    0.304800748825073242E+01   -0.365051044855475038E+01   -0.715459618312742549E+02   -0.678954513827195001E+02   -0.478515351937698341E+01    1
    0.827031884193420441E-01    0.219905123710632325E-01    0.701466370820999163E+00    0.996300837993621902E+00    0.800500226020812944E+00    0.766428153514862043E+01    0.581149792671203613E+01    0.365367114543914795E+01    0.202551484107971191E+01   -0.950449109077453613E+00    0.420617699623107910E+01    0.271428227424621582E+01   -0.365051044855475038E+01   -0.686885235927241524E+02   -0.650380131441693976E+02   -0.479515351937697876E+01    1
    0.948121232986450235E-01    0.257998623251914985E-01    0.717902786731719922E+00    0.945541036128997758E+00    0.798573040962219149E+00    0.770680139064788783E+01    0.563529396057128906E+01    0.184918940067291260E+01    0.177359044551849365E+01    0.140406191349029541E+01   -0.363174557685852051E+01   -0.489263474941253662E+01   -0.365051044855475038E+01   -0.683006868017265703E+02   -0.646501763531718154E+02   -0.480515351937698032E+01    1
    0.173601850032806398E+00    0.194655668139457685E-01    0.709273830652236925E+00    0.100699138522148135E+01    0.822541546821594194E+00    0.787637662887573242E+01   -0.522551250457763672E+01    0.475019752979278564E+01   -0.291406571865081787E+01   -0.273469209671020508E+01    0.150334239006042480E+01    0.164972901344299316E+01   -0.365051044855475038E+01   -0.673566153275197053E+02   -0.637061048789649504E+02   -0.481515351937698277E+01    1
    0.229305328845977791E+00    0.249797346591949451E-01    0.654495601654052739E+00    0.966281956434249967E+00    0.729107475280761697E+00    0.797219104766845721E+01   -0.546149182319641113E+01    0.369770526885986328E+01    0.161878287792205811E+01    0.456923782825469971E+01   -0.453055918216705322E+01    0.481286883354187012E+01   -0.365051044855475038E+01   -0.673261030865346015E+02   -0.636755926379798538E+02   -0.482515351937698345E+01    1
    0.711630313396453829E-01    0.210963672399520873E-01    0.710382151603698775E+00    0.939276150465011561E+00    0.120428183078765882E+01    0.766147325038909877E+01    0.384206056594848633E+00    0.427962839603424072E+01   -0.364452898502349854E+01    0.100164532661437988E+01    0.196442544460296631E+01    0.849112868309020996E+00   -0.365051044855475038E+01   -0.653619721523581063E+02   -0.617114617038033515E+02   -0.483515351937698323E+01    1
    0.211702970981597904E+00    0.216953904628753649E-01    0.689879281520843546E+00    0.952196327447891289E+00    0.597943162918090798E+00    0.787780756950378436E+01    0.552874231338500977E+01   -0.431839585304260254E+01   -0.218671083450317383E+01   -0.398049414157867432E+01   -0.331694126129150391E+01   -0.343757867813110352E-01   -0.365051044855475038E+01   -0.647735601652958621E+02   -0.611230497167411073E+02   -0.484515351937698480E+01    1
    0.937250776290893539E-01    0.203182703256607061E-01    0.695140284299850419E+00    0.932839276790618954E+00    0.121185624599456787E+01    0.768156476020812917E+01   -0.338348150253295898E+00   -0.197050631046295166E+01   -0.350021004676818848E+01   -0.397313594818115234E+01    0.312684774398803711E+00    0.325741291046142578E+01   -0.365051044855475038E+01   -0.642406515215927243E+02   -0.605901410730379766E+02   -0.485515351937698814E+01    1
    0.122955200672149656E+00    0.248019264340400697E-01    0.786887936592101989E+00    0.854355993270873970E+00    0.114808390140533456E+01    0.786341066360473651E+01   -0.141072750091552734E+00    0.468697428703308105E+01   -0.890594720840454102E-01    0.440570414066314697E+01   -0.513064861297607422E+00   -0.116748034954071045E+01   -0.365051044855475038E+01   -0.639218453176866177E+02   -0.602713348691318700E+02   -0.486515351937698437E+01    1
    0.720721492767333882E-01    0.208424841761589048E-01    0.690559757947921793E+00    0.101672797083854682E+01    0.127230765819549574E+01    0.775022425651550240E+01    0.127928066253662109E+01    0.671392083168029785E+00   -0.200550675392150879E+01   -0.243335723876953125E+01    0.786249637603759766E+00   -0.378460109233856201E+01   -0.365051044855475038E+01   -0.632219028495532172E+02   -0.595713924009984694E+02   -0.487515351937698149E+01    1
    0.228507177114486704E+00    0.203018559813499429E-01    0.716030250787734968E+00    0.950201883316040052E+00    0.126462745666503906E+01    0.783181350231170637E+01    0.738958597183227539E+00    0.203680157661437988E+01    0.413452565670013428E+01   -0.589955449104309082E+00   -0.678214430809020996E+00   -0.370748579502105713E+01   -0.365051044855475038E+01   -0.623680031614506163E+02   -0.587174927128958686E+02   -0.488515351937698572E+01    1
    0.224754291772842396E+00    0.203910573720932006E-01    0.805104362964630060E+00    0.942798123359680162E+00    0.586042737960815407E+00    0.798823945522308332E+01    0.583224534988403320E+01    0.352663397789001465E+00   -0.324534952640533447E+01    0.442835628986358643E+01    0.488573312759399414E+00    0.216006815433502197E+01   -0.365051044855475038E+01   -0.623536522907396602E+02   -0.587031418421849125E+02   -0.489515351937698817E+01    1
    0.214269067525863638E+00    0.251783314943313588E-01    0.773714824914932153E+00    0.100713183641433712E+01    0.820133423805236794E+00    0.773338813781738299E+01   -0.472194957733154297E+01   -0.390172183513641357E+01   -0.285238862037658691E+01   -0.234128832817077637E+01   -0.427939832210540771E+01    0.139405310153961182E+01   -0.365051044855475038E+01   -0.619031830620141150E+02   -0.582526726134593673E+02   -0.490515351937698973E+01    1
    0.644365897178649921E-01    0.202058728933334347E-01    0.660937312841415436E+00    0.932773165702819873E+00    0.580394434928893976E+00    0.792402207851409912E+01    0.554496860504150391E+01    0.291110038757324219E+01    0.400568664073944092E+01    0.303277671337127686E+01   -0.153204023838043213E+01    0.344078123569488525E+01   -0.365051044855475038E+01   -0.608060779713040631E+02   -0.571555675227493154E+02   -0.491515351937698775E+01    1
    0.616156697273254339E-01    0.256966894865035995E-01    0.653523923158645603E+00    0.904469685554504355E+00    0.100153322219848628E+01    0.768676395416259695E+01    0.108831596374511719E+01    0.104555249214172363E+01    0.132363319396972656E+01   -0.229068815708160400E+01    0.495777845382690430E+01    0.192001223564147949E+01   -0.365051044855475038E+01   -0.607430435488206300E+02   -0.570925331002658822E+02   -0.492515351937698220E+01    1
    0.947069692611694353E-01    0.222034436464309676E-01    0.667061890363693233E+00    0.898042063713073713E+00    0.576069140434265159E+00    0.768765418529510480E+01    0.424166250228881836E+01   -0.469242691993713379E+01   -0.299936056137084961E+01   -0.442159295082092285E+01   -0.340226292610168457E+01   -0.332408547401428223E+00   -0.365051044855475038E+01   -0.606977252836426686E+02   -0.570472148350879209E+02   -0.493515351937698199E+01    1
    0.784819250106811583E-01    0.256691604852676385E-01    0.778930208683013880E+00    0.906351124048233037E+00    0.624626350402831987E+00    0.778467097282409615E+01    0.491629171371459961E+01    0.233645439147949219E+01   -0.156168460845947266E+01   -0.319918274879455566E+01    0.124642610549926758E+01   -0.350872039794921875E+01   -0.365051044855475038E+01   -0.605735214241094369E+02   -0.569230109755546891E+02   -0.494515351937698799E+01    1
    0.230440245866775528E+00    0.257543226480483993E-01    0.726478366851806667E+00    0.876559973955154392E+00    0.135248589515686024E+00    0.786133694648742676E+01    0.484024286270141602E+01    0.143165588378906250E+01   -0.424465000629425049E+01    0.446290254592895508E+01   -0.161819517612457275E+01   -0.142023980617523193E+01   -0.365051044855475038E+01   -0.600950591968524961E+02   -0.564445487482977484E+02   -0.495515351937699045E+01    1
    0.204253254890441882E+00    0.238726478219032298E-01    0.730068235397338894E+00    0.976159613132476789E+00    0.130542421340942377E+00    0.762328417301177907E+01    0.566685247421264648E+01    0.381969511508941650E+01   -0.832549929618835449E+00   -0.175591588020324707E+01   -0.211765170097351074E+01    0.243463397026062012E+01   -0.365051044855475038E+01   -0.600474156582506566E+02   -0.563969052096959089E+02   -0.496515351937698846E+01    1
    0.177317223787307743E+00    0.201399247050285321E-01    0.756367208957672066E+00    0.951485641002655091E+00    0.787820458412170410E+00    0.765308847427368111E+01    0.485663580894470215E+01    0.281335175037384033E+01    0.365674674510955811E+01   -0.477471172809600830E+01    0.243229568004608154E+01   -0.358369112014770508E+01   -0.365051044855475038E+01   -0.600463978907230498E+02   -0.563958874421683021E+02   -0.497515351937698824E+01    1
    0.998451933860778906E-01    0.250985361933708170E-01    0.719009476900100752E+00    0.965479557514190678E+00    0.101256847381591797E+00    0.779721097946166974E+01   -0.272826647758483887E+01   -0.489793419837951660E+01    0.407412707805633545E+01    0.774793624877929688E+00   -0.186925411224365234E+01   -0.941121578216552734E-01   -0.365051044855475038E+01   -0.598031322402857839E+02   -0.561526217917310362E+02   -0.498515351937698359E+01    1
    0.861735270023345906E-01    0.224440975189208990E-01    0.750739290714263929E+00    0.101255506873130807E+01    0.151706624031066883E+00    0.792716488838195765E+01    0.200639891624450684E+01    0.480484306812286377E+01    0.369113862514495850E+01    0.248163104057312012E+01   -0.444771051406860352E+00   -0.381028771400451660E+01   -0.365051044855475038E+01   -0.597956700813286730E+02   -0.561451596327739253E+02   -0.499515351937698426E+01    1
    0.620676448345184317E-01    0.239654703736305215E-01    0.770885244607925402E+00    0.101926035404205328E+01    0.217182278633117676E+00    0.787130420207977277E+01    0.497824573516845703E+01   -0.233590841293334961E+01    0.264786660671234131E+01   -0.403913259506225586E+00    0.138453960418701172E+01    0.168467223644256592E+01   -0.365051044855475038E+01   -0.597764626072173542E+02   -0.561259521586626065E+02   -0.500515351937698583E+01    1
    0.233547640085220332E+00    0.200874097347259507E-01    0.688385688066482482E+00    0.947695736885070805E+00    0.116705362796783452E+01    0.760076210498809779E+01    0.527089834213256836E+00   -0.421096920967102051E+01   -0.102470219135284424E+01    0.335724294185638428E+01   -0.293568551540374756E+01   -0.281748712062835693E+01   -0.365051044855475038E+01   -0.597738350592004224E+02   -0.561233246106456747E+02   -0.501515351937698384E+01    1
    0.102847287654876718E+00    0.245945844054222089E-01    0.732761141061782806E+00    0.920793390274047829E+00    0.195260906219482444E+00    0.772437677383422816E+01    0.432329034805297852E+01    0.209241807460784912E+01    0.263846933841705322E+01   -0.179606020450592041E+01   -0.431095957756042480E+01    0.705581307411193848E+00   -0.365051044855475038E+01   -0.597536518972797452E+02   -0.561031414487249975E+02   -0.502515351937698451E+01    1
    0.922867848873138441E-01    0.215801337361335756E-01    0.804655404090881321E+00    0.102931068062782294E+01    0.158549761772155767E+00    0.773928227424621529E+01    0.594035625457763672E+00    0.252503395080566406E+01    0.598340630531311035E+00    0.374736070632934570E+01   -0.119539082050323486E+01   -0.226129472255706787E+01   -0.365051044855475038E+01   -0.596977630924529024E+02   -0.560472526438981546E+02   -0.503515351937698608E+01    1
    0.148246436834335332E+00    0.248302752971649165E-01    0.712820376157760616E+00    0.847795436382293710E+00    0.238455057144165039E+00    0.781066608428955078E+01    0.590297555923461914E+01    0.215059280395507812E+01   -0.281115651130676270E+01   -0.325502932071685791E+01   -0.471935510635375977E+01   -0.306377947330474854E+01   -0.365051044855475038E+01   -0.596890799735178064E+02   -0.560385695249630587E+02   -0.504515351937698409E+01    1
    0.176801035165786741E+00    0.219150383472442624E-01    0.759015311002731341E+00    0.101723816990852356E+01    0.195489645004272461E+00    0.766620371341705287E+01    0.195563292503356934E+01   -0.833544135093688965E+00   -0.646037459373474121E+00   -0.480231404304504395E+01   -0.187321960926055908E+01   -0.193886756896972656E+00   -0.365051044855475038E+01   -0.596382936427003898E+02   -0.559877831941456421E+02   -0.505515351937698298E+01    1
    0.647703273296356130E-01    0.197898758053779607E-01    0.781584823131561190E+00    0.106594683885574337E+01    0.128186368942260737E+00    0.790640392303466832E+01   -0.277269744873046875E+01    0.239216029644012451E+01    0.123729169368743896E+01    0.193890035152435303E+01    0.483247876167297363E+01   -0.351643204689025879E+01   -0.365051044855475038E+01   -0.596225668705366303E+02   -0.559720564219818826E+02   -0.506515351937698455E+01    1
    0.181167152881622301E+00    0.237628839612007148E-01    0.798893021345138510E+00    0.994466216564178440E+00    0.230241417884826660E+00    0.794935784339904750E+01    0.404472684860229492E+01    0.402910113334655762E+01   -0.421153724193572998E+01    0.392646789550781250E+01    0.368033945560455322E+01   -0.252225995063781738E+01   -0.365051044855475038E+01   -0.595891168273292493E+02   -0.559386063787745016E+02   -0.507515351937697989E+01    1
