    0.125380625724792472E+00    0.257760825753211957E-01    0.656598067283630349E+00    0.845077536106109584E+00    0.961335249112327972E+01   -0.981088769334465951E+02   -0.107722229424569875E+03   -0.460515351937698814E+01    1
    0.909098725318908674E-01    0.193610333800315858E-01    0.643956816196441628E+00    0.884816266298294019E+00    0.961335249112327972E+01   -0.977486897846244602E+02   -0.107362042275747740E+03   -0.461515351937698259E+01    1
    0.110559791564941418E+00    0.241079181432723999E-01    0.652204490900039735E+00    0.888252663612365767E+00    0.961335249112327972E+01   -0.975785935439340051E+02   -0.107191946035057285E+03   -0.462515351937698149E+01    1
    0.779721443653106638E-01    0.231828206181526192E-01    0.713689647912979064E+00    0.887253310680389373E+00    0.961335249112327972E+01   -0.975307078946484012E+02   -0.107144060385771681E+03   -0.463515351937698661E+01    1
    0.859598507881164514E-01    0.233146894574165348E-01    0.664992018938064589E+00    0.926195933818817152E+00    0.961335249112327972E+01   -0.973086874231897241E+02   -0.106922039914313004E+03   -0.464515351937698728E+01    1
    0.134167104005813609E+00    0.235257356762886040E-01    0.660712543725967438E+00    0.860840567350387609E+00    0.961335249112327972E+01   -0.972684133962097093E+02   -0.106881765887332989E+03   -0.465515351937698174E+01    1
    0.717280883789062490E-01    0.193396422863006574E-01    0.725833950042724552E+00    0.885128411054611153E+00    0.961335249112327972E+01   -0.969648597946609669E+02   -0.106578212285784247E+03   -0.466515351937698153E+01    1
    0.549077467918395942E-01    0.224859576225280751E-01    0.819054617881774805E+00    0.848394852876663164E+00    0.961335249112327972E+01   -0.969338744981537843E+02   -0.106547226989277064E+03   -0.467515351937698398E+01    1
    0.649387221336364673E-01    0.235106965303421012E-01    0.817892534732818532E+00    0.851121230125427175E+00    0.961335249112327972E+01   -0.969253174872305721E+02   -0.106538669978353852E+03   -0.468515351937698377E+01    1
    0.115997828722000124E+00    0.200791856646537759E-01    0.691155487298965476E+00    0.870053641796111998E+00    0.961335249112327972E+01   -0.968129502102380712E+02   -0.106426302701361351E+03   -0.469515351937698444E+01    1
    0.120589854955673231E+00    0.258022697567939739E-01    0.641065223217010538E+00    0.938845560550689684E+00    0.961335249112327972E+01   -0.967138193061891656E+02   -0.106327171797312445E+03   -0.470515351937698423E+01    1
    0.595502707958221397E-01    0.226602364778518660E-01    0.731974610090255773E+00    0.937405095100402819E+00    0.961335249112327972E+01   -0.966314676640097048E+02   -0.106244820155132984E+03   -0.471515351937698135E+01    1
    0.100153116703033451E+00    0.240986576676368719E-01    0.702650158405303982E+00    0.919529949426651005E+00    0.961335249112327972E+01   -0.966234417332538413E+02   -0.106236794224377121E+03   -0.472515351937698025E+01    1
    0.171929781675338761E+00    0.234288083910942080E-01    0.658102271556854301E+00    0.855487537384033159E+00    0.961335249112327972E+01   -0.965407472641013698E+02   -0.106154099755224649E+03   -0.473515351937698448E+01    1
    0.149508029937744147E+00    0.213933387398719775E-01    0.715886838436126660E+00    0.841132814884185787E+00    0.961335249112327972E+01   -0.964422312335906611E+02   -0.106055583724713941E+03   -0.474515351937698782E+01    1
    0.970162482261657799E-01    0.204826278090477001E-01    0.741176625490188590E+00    0.883253543376922634E+00    0.961335249112327972E+01   -0.964265196538330258E+02   -0.106039872144956306E+03   -0.475515351937698494E+01    1
    0.910692086219787589E-01    0.225196362137794481E-01    0.815163794755935589E+00    0.856223794221877998E+00    0.961335249112327972E+01   -0.962981597846146826E+02   -0.105911512275737962E+03   -0.476515351937698117E+01    1
    0.103219035387039193E+00    0.254557189345359786E-01    0.718545411825180058E+00    0.937711567878723118E+00    0.961335249112327972E+01   -0.961920678000547866E+02   -0.105805420291178066E+03   -0.477515351937698451E+01    1
    0.752190735340118322E-01    0.228438108563423156E-01    0.794300060272216779E+00    0.896513775587081896E+00    0.961335249112327972E+01   -0.961902590012244332E+02   -0.105803611492347713E+03   -0.478515351937698341E+01    1
