    0.109363530635833733E+00    0.212840526103973381E-01    0.771155107021331720E+00    0.894649244546890210E+00    0.785553526878356889E+00    0.943103093432932482E+01   -0.951347806911635985E+02   -0.104565811625492927E+03
    0.161149243354797356E+00    0.257767513990402215E-01    0.693382192850112933E+00    0.997564929723739668E+00    0.819578528404235840E+00    0.943103093432932482E+01   -0.948662885929303314E+02   -0.104297319527259660E+03
    0.174320637702941900E+00    0.259912510514259329E-01    0.814209840297698939E+00    0.102821747660636920E+01    0.835649466514587380E+00    0.943103093432932482E+01   -0.937778012223805604E+02   -0.103208832156709889E+03
    0.584923467636108349E-01    0.252179785966873161E-01    0.786949166059493943E+00    0.890204443931579603E+00    0.662920212745666482E+00    0.943103093432932482E+01   -0.932225436890566215E+02   -0.102653574623385950E+03
    0.206582548141479500E+00    0.198566884994506830E-01    0.703157052993774401E+00    0.963791648149490365E+00    0.732181859016418413E+00    0.943103093432932482E+01   -0.925219831598617048E+02   -0.101953014094191033E+03
    0.222909840345382693E+00    0.259938996434211714E-01    0.707972487211227408E+00    0.908629213571548466E+00    0.705893492698669411E+00    0.943103093432932482E+01   -0.925207020136163578E+02   -0.101951732947945686E+03
    0.241837652206420894E+00    0.213628736734390243E-01    0.740192598104476907E+00    0.103040315628051760E+01    0.783882546424865656E+00    0.943103093432932482E+01   -0.925196790042641197E+02   -0.101950709938593448E+03
    0.213348240137100215E+00    0.254955320954322814E-01    0.710630631446838357E+00    0.101744002103805542E+01    0.743769073486328036E+00    0.943103093432932482E+01   -0.924220133088169291E+02   -0.101853044243146257E+03
    0.170503125429153440E+00    0.209266403913497927E-01    0.678352305889129648E+00    0.918719151020050084E+00    0.669932508468627841E+00    0.943103093432932482E+01   -0.922275639147464972E+02   -0.101658594849075826E+03
    0.216101943254470824E+00    0.256511694192886330E-01    0.818125243186950568E+00    0.939370931386947605E+00    0.718137955665588357E+00    0.943103093432932482E+01   -0.921564185522809964E+02   -0.101587449486610325E+03
    0.885559930801391587E-01    0.224283486604690552E-01    0.694217604398727373E+00    0.968069962263107264E+00    0.626632213592529297E+00    0.943103093432932482E+01   -0.920856785207584068E+02   -0.101516709455087735E+03
    0.197711744785308841E+00    0.244295923113822915E-01    0.804408329725265436E+00    0.109402900338172926E+01    0.778301906585693315E+00    0.943103093432932482E+01   -0.920831350705483658E+02   -0.101514166004877694E+03
    0.204705351591110224E+00    0.249125756621360779E-01    0.651126382350921684E+00    0.866602320671081561E+00    0.641721248626708984E+00    0.943103093432932482E+01   -0.920352864844782772E+02   -0.101466317418807606E+03
    0.222214860677719117E+00    0.240702491402626020E-01    0.791155524253845166E+00    0.953311893939971955E+00    0.714864373207092285E+00    0.943103093432932482E+01   -0.920315978733310516E+02   -0.101462628807660380E+03
    0.541484198570251415E-01    0.205742645859718319E-01    0.779299291372299141E+00    0.107747152328491214E+01    0.677885866165161111E+00    0.943103093432932482E+01   -0.920287628800793129E+02   -0.101459793814408641E+03
    0.940786349773407027E-01    0.224859542846679687E-01    0.652879924774169895E+00    0.107453398108482379E+01    0.657283139228820756E+00    0.943103093432932482E+01   -0.919962391317744022E+02   -0.101427270066103731E+03
    0.233501641273498539E+00    0.202749924659729013E-01    0.797383506298065203E+00    0.100417980432510379E+01    0.739212608337402322E+00    0.943103093432932482E+01   -0.918725818969878389E+02   -0.101303612831317167E+03
    0.172998247861862187E+00    0.253941291570663440E-01    0.769385203123092554E+00    0.894082155227661102E+00    0.644651222229003840E+00    0.943103093432932482E+01   -0.918483478612400432E+02   -0.101279378795569372E+03
    0.151952496528625497E+00    0.191741032004356382E-01    0.742840818166732753E+00    0.929970929622650155E+00    0.642396163940429643E+00    0.943103093432932482E+01   -0.917045307257807707E+02   -0.101135561660110099E+03
    0.538569724559783899E-01    0.216221916079521181E-01    0.803011832237243595E+00    0.107079483032226563E+01    0.643592000007629395E+00    0.943103093432932482E+01   -0.916826549849293713E+02   -0.101113685919258700E+03
    0.108736533880233771E+00    0.219723902940750122E-01    0.803291168212890594E+00    0.100898401618003852E+01    0.639175224304199152E+00    0.943103093432932482E+01   -0.915478971667770764E+02   -0.100978928101106405E+03
    0.130155431270599364E+00    0.257908484339714056E-01    0.678348743915557884E+00    0.905192847251892085E+00    0.575155830383300759E+00    0.943103093432932482E+01   -0.914945144158592143E+02   -0.100925545350188543E+03
    0.217996369600296030E+00    0.206330597400665276E-01    0.660698617696762081E+00    0.107275050044059750E+01    0.695820546150207497E+00    0.943103093432932482E+01   -0.914893845358166402E+02   -0.100920415470145969E+03
